	words	document_8	document_6	document_19	document_20	document_3	document_12	document_1	document_4	document_9	document_14	document_15	document_2	document_11	document_5	document_7	document_16	document_18	document_13	document_17	document_10
292	lightly	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	rival	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	abandonment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295	conclude	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	heavier	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
297	eclipse	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	Wirt	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
299	attend	0	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
300	Breadbasket	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	spoke	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	week-long	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
303	Iowa	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	bill	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	party	0	0	3	9	0	10	0	0	0	0	0	0	0	4	2	0	0	0	0	0
306	self-defense	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	Parliamentary	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
308	mouth-watering	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
309	prohibit	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	Fully	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	convergence	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
312	suspecting	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	older	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
314	nchen	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
315	iii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
316	hairballs	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	sentiments	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	weight	0	2	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	1	0
319	Verkehrsgesellschaft	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
320	awards	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
321	absence	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
322	boarder	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	oratorical	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	stumbling	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	cervical	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	enzymatically	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
327	re-entry	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
328	Reynolds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
329	drugs	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
330	restored	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
331	Dead	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
332	reduce	0	3	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0
333	Mills	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	difference	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
335	alterations	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
336	extensive	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337	treated	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
338	perch	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	heal	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
340	pointer	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341	pulling	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	b	0	0	0	4	0	0	0	1	0	0	16	0	20	1	1	0	2	0	0	0
343	repression	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
344	strict	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
345	lifespans	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	quintessential	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
347	Cochrane	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
348	municipal	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
349	Voorhis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
350	unflattering	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	mind	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
352	birthplace	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353	NS-regime	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
354	Cretico	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355	prevention	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
356	doctor	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
357	answered	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358	each	1	5	12	1	0	0	1	18	0	0	5	0	0	6	0	0	0	0	0	0
359	regarding	3	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
360	one-third	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
361	Basel	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
362	admitted	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363	Ham	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
364	mostly	0	3	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
365	graciously	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
366	birds	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
367	purported	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
368	hunting	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369	secure	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370	price	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
371	Contribution	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372	management	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0
373	aerobic	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
374	Voting	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375	Danish	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
376	bind	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
377	advisers	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	tearfully	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	Congressional	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380	ije	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
381	backdrop	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
382	behaviorally	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383	Polly	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	another	2	3	4	5	1	0	0	3	0	0	0	0	1	3	0	1	0	0	0	0
385	pavilion	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
386	Francois	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
387	Olorichas	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
388	stem	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
389	Oil	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
390	shall	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	experimented	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
392	reception	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	users	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
394	admission	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
395	All-NBA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	a	136	199	352	263	8	7	112	111	7	0	88	55	111	113	49	38	14	14	15	5
397	fervor	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398	keg	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
399	politically	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	draw	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	residue	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
402	sent	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	superior	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
404	dietary	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
405	closed	0	0	0	0	0	0	0	0	0	0	0	2	0	7	1	0	0	0	0	0
406	Star	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
407	wives	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	Bailey	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	redirects	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	coinage	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	Terence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
412	nucleotides	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
413	Silence	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	loving	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	centres	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	Humphrey	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
417	determining	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
418	Nucleotides	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
419	efficiency	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
420	peace	0	0	2	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
421	subs	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	vitamin	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
423	anyone	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	intent	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425	Posner	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	death	0	2	10	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	indirect	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
428	soft	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429	Sport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
430	exemption	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
431	Steven	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
432	administered	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	dependent	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
434	chickens	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
435	subduing	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	exclamation	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
437	speaker	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	response	10	4	1	3	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
439	amongst	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440	climbing	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
441	enforcing	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
442	humans	0	32	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
443	civil	0	0	2	53	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
444	Biographies	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
445	rejects	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
446	catamaran	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
447	protractable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	illegal	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
449	Arabian	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
450	caught	0	2	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
451	anti-communist	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452	syncretized	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
453	purine	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
454	under-privileged	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
455	Autobiography	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
456	diagonally	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
457	relation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
458	participates	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
459	Winds	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
460	separation	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
461	Journey	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	lucrative	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
463	Fathers	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464	Lightning	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
465	Over	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
466	connection	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
467	country	3	0	4	8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
468	conditioning	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
469	low-birth-weight	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
470	svg	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471	spirits	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
472	forty-five	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
473	pass	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
474	Wisdom	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	zones	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
476	Gandhi-King	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
477	inspired	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
478	Considerations	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
479	credits	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
480	CVD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
481	finest	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482	Prevalent	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
483	Scanner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
484	within	3	3	0	8	0	0	1	5	0	0	2	3	0	1	6	0	1	0	0	0
485	idiom	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
486	AIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
487	percentile	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
488	designation	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
489	housewife	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
490	Polymerase	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
491	Fisher	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
492	needs	0	0	0	1	0	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0
493	Sports	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494	proximal	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
495	n	0	1	0	0	0	0	11	0	0	0	1	0	166	0	0	0	0	0	0	0
496	complication	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
497	Lagging	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
498	aggressively	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
499	Richter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
500	tomorrow	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	intervention	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
502	cooler	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
503	potato	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
504	accommodating	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
505	knee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
506	calls	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507	referr	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	Innes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
509	Ferry	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510	hats	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
511	purified	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
512	cross	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
513	BabyCenter	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
514	guiding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515	concept	0	0	2	2	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0
516	direction	0	1	1	0	0	0	0	14	0	0	2	1	0	0	1	0	0	0	0	0
517	struck	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	polygama	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	review	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
520	Bill	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
521	joint	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	suck	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
523	logarithm	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
524	asocial	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
525	Cannstatter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
526	stacked	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
527	sesp	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
528	physicist	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
529	Gary	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
530	endeavour	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
531	glory	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
532	afterward	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
533	repeal	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
534	atom	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
535	implied	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
536	scarcity	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
537	networks	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
538	ll	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
539	trendiest	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
540	Biriya	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
541	printings	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
542	syntax	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
543	library	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
544	lagging	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
545	prevent	1	0	2	1	0	0	0	3	0	0	3	0	0	4	1	0	0	0	0	0
546	claw	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
547	Useful	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
548	Have	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
549	ss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
550	coiled	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
551	captains	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
552	R	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
553	struggle	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554	Corchorus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
555	games	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0
556	carbon	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
557	Early	1	1	4	2	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0
558	secretary	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
559	self-adhesive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
560	beyond	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0
561	GFP-tagged	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
562	Lumbiganon	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
563	Sunday	0	0	1	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
564	losing	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
565	Foot	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566	accompanying	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
567	into	9	11	17	13	2	1	4	10	1	0	4	3	0	3	5	6	0	0	0	0
568	great	0	1	7	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
569	advanced	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
570	urgent	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
571	tooth	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572	Bodo	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
573	averaged	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
574	Library	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
575	quantity	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
576	Disobedience	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
577	abbreviated	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
578	Germany	0	1	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0
579	It	9	2	10	8	0	0	3	2	0	0	11	3	0	5	2	0	0	0	0	1
580	lieutenant	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
581	Spaten-Franziskaner-Br	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
582	alternative	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
583	life-threatening	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
584	TNT-equivalent	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
585	noodles	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
586	unincorporated	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
587	elongating	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
588	secular	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
589	eighteenth-century	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
590	returns	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
591	Abernathy	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592	Mountain	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
